,date,fiscal_balance,velocity_bills_issued_as_percent_gdp,bills_supply_trend,value,value_trend
0,1974-01-01,87659510171.21777,7.307475839637943,6.082390818265461,7.05333333333333,8.431052093968292
1,1974-04-01,71034314106.59766,5.7508762700298375,5.900677242659973,7.54333333333333,7.922332094345299
2,1974-07-01,82649265315.4541,6.382084382644983,5.736885539704007,7.96333333333333,7.538891706198481
3,1974-10-01,86536031788.07129,6.466029966903918,5.590023916277591,7.67,7.2664680824988075
4,1975-01-01,96513003384.21875,6.887230055034029,5.459081450769159,7.54,7.091832628385633
5,1975-04-01,94544175420.7666,6.485933569048704,5.3430346153326145,8.05,7.002739481412042
6,1975-07-01,61510474397.50391,4.103963673793077,5.240853362121172,8.29666666666667,6.987875730155105
7,1975-10-01,62399886608.67969,4.041158451825722,5.151506787547708,8.06333333333334,7.036813334886854
8,1976-01-01,68421509447.4707,4.330279025263763,5.07396838843057,7.75333333333333,7.139962714359556
9,1976-04-01,55263897760.365234,3.459005097520985,5.007220923693909,7.77333333333333,7.288527963117566
10,1976-07-01,48214454612.99609,2.955317573254365,4.9502608951008025,7.73,7.474463664105614
11,1976-10-01,53274711862.87695,3.204067819433961,4.902102660307309,7.19,7.690433261701887
12,1977-01-01,59783421878.44531,3.5163528124530212,4.861782191335099,7.35333333333333,7.929768960661921
13,1977-04-01,56287708846.13867,3.2463721685262583,4.828360491369975,7.37,8.186433116817952
14,1977-07-01,53896507542.759766,3.050731105535814,4.800926682603189,7.35666666666667,8.454981085735927
15,1977-10-01,65218174539.06445,3.6016914361403884,4.778600777642175,7.59666666666667,8.730525495890936
16,1978-01-01,69959497728.19531,3.7840927882420305,4.760536146826692,8.01,9.008701913279586
17,1978-04-01,87556361985.38086,4.6176852933727774,4.7459216935964434,8.32,9.285635864746137
18,1978-07-01,103687115290.84961,5.298808579924439,4.733983749865255,8.49,9.557911187657185
19,1978-10-01,99333860135.23438,4.948000670291041,4.723987703167083,8.82,9.822539673917934
20,1979-01-01,105672449837.67578,5.159072641590403,4.715239367148403,9.10666666666667,10.07693197668099
21,1979-04-01,149971852738.1797,7.10720296783888,4.707086106791341,9.11333333333333,10.318869748456919
22,1979-07-01,133450539213.19531,6.114779451899322,4.698917729561253,9.10333333333333,10.546478979693719
23,1979-10-01,117465480720.1875,5.230359160905627,4.690167153482506,10.4466666666667,10.758204507250603
24,1980-01-01,162283870635.85938,6.942027012753278,4.680310862955403,11.9866666666667,10.952785662549488
25,1980-04-01,214172417703.6875,8.835797242495042,4.66886916293716,10.4766666666667,11.129233029545725
26,1980-07-01,193420623205.78516,7.688258218063875,4.6554062419192075,10.9533333333333,11.286806283017727
27,1980-10-01,151437536792.1914,5.86542658299354,4.639530053942879,12.4233333333333,11.424993078033165
28,1981-01-01,78844833108.03125,2.9332995099358996,4.620892029705065,12.96,11.543488961807599
29,1981-04-01,198108541696.97266,7.185543707582252,4.599186626615156,13.75,11.642178279529409
30,1981-07-01,217645182773.52734,7.659429007048001,4.574150727474045,14.8466666666667,11.721116046083143
31,1981-10-01,214124606899.48828,7.273696790754921,4.545562897255733,14.0866666666667,11.780510755961231
32,1982-01-01,194556434708.58203,6.43415099809948,4.513242507281655,14.2933333333333,11.820708104012436
33,1982-04-01,121852348226.71094,3.923226852830909,4.477048735887434,13.93,11.842175590033268
34,1982-07-01,103822223560.64062,3.249218954918915,4.4368794544914,13.1166666666667,11.845487980566737
35,1982-10-01,156905773754.34766,4.770838775386995,4.3926700077839005,10.6666666666667,11.83131360163102
36,1983-01-01,86640834916.26172,2.5777520515656374,4.344391896565954,10.5633333333333,11.800401436458607
37,1983-04-01,25214326505.847656,0.7399442958723745,4.292051371575479,10.5433333333333,11.753569002684564
38,1983-07-01,68357204633.19531,1.9635921092903148,4.235687946448934,11.6266666666667,11.691690983780838
39,1983-10-01,97173686168.17188,2.7544146352737453,4.175372837775823,11.6866666666667,11.61568858989132
40,1984-01-01,103416276490.76562,2.8833244899504917,4.111207340013195,11.9433333333333,11.526519623580828
41,1984-04-01,113099206531.60156,3.0927786175701395,4.0433211428367315,13.2,11.425169226368949
42,1984-07-01,120644615230.95312,3.2338421572114577,3.9718705983148888,12.8666666666667,11.312641282278005
43,1984-10-01,169704406925.76562,4.433732947755974,3.8970369451019162,11.7433333333333,11.189950454982405
44,1985-01-01,148009006615.27344,3.7891250247656663,3.8190244966553983,11.5833333333333,11.058114835504721
45,1985-04-01,129875124044.98438,3.254764878594983,3.7380588002934654,10.8133333333333,10.918149177762022
46,1985-07-01,94579520264.6875,2.3235690915500444,3.6543847737165134,10.3366666666667,10.771058699623966
47,1985-10-01,112794847503.25,2.724452829206405,3.56826482542784,9.76,10.617833427502376
48,1986-01-01,103428884135.0,2.460625807820899,3.4799769652972605,8.55666666666667,10.45944306285003
49,1986-04-01,121199004306.4375,2.8362573403940687,3.3898129113213917,7.60333333333333,10.296832349304538
50,1986-07-01,130878070191.97656,2.997503223354824,3.2980761984438676,7.30666666666667,10.130916919571256
51,1986-10-01,52181617644.53906,1.185623538814832,3.2050802951084423,7.26333333333333,9.962579601497286
52,1987-01-01,39043419644.66406,0.8765172085859101,3.111146733027491,7.19333333333333,9.792667163146758
53,1987-04-01,70364129760.65625,1.5586983427995478,3.016603255458084,8.34333333333334,9.621987477045561
54,1987-07-01,87924874119.97656,1.927157737568303,2.9217819890874113,8.87666666666667,9.45130708412196
55,1987-10-01,104933122417.45312,2.263910319177297,2.8270176444389583,9.12333333333333,9.28134913822749
56,1988-01-01,107957388328.64062,2.30400370936382,2.7326457495204712,8.41666666666666,9.112791712480647
57,1988-04-01,122694021306.59375,2.5894308269177007,2.6390009212443415,8.91,8.946266449034091
58,1988-07-01,93633198888.78906,1.9570316101366108,2.5464151789606864,9.1,8.782357534224039
59,1988-10-01,123099168489.33594,2.52318684330408,2.4552163042530166,8.95666666666667,8.621600981418652
60,1989-01-01,153034320386.71875,3.0842054307551656,2.365726250955994,9.20666666666666,8.464484204240446
61,1989-04-01,161547066830.28906,3.196763861064604,2.2782596091644325,8.77333333333333,8.311445863195647
62,1989-07-01,165151947895.8125,3.2124485086656795,2.1931221268122556,8.10666666666667,8.162875969101684
63,1989-10-01,178944980930.23438,3.4212937330701925,2.110609292209837,7.90666666666667,8.019116227061996
64,1990-01-01,178367194392.48438,3.3358348811421656,2.031004980737682,8.42333333333334,7.880460605095531
65,1990-04-01,174254907817.64062,3.200023840336735,1.9545801687040818,8.67666666666666,7.747156111886255
66,1990-07-01,165416495819.0,2.9899294057892516,1.881591717183987,8.70333333333333,7.619403768476293
67,1990-10-01,203647298245.28125,3.5866322914011524,1.8122812284659517,8.39666666666667,7.497359759084237
68,1991-01-01,98811112883.71875,1.748290690399516,1.746873977543633,8.01666666666666,7.381136746588351
69,1991-04-01,159154290777.92188,2.7482092603043737,1.6855779208979562,8.13,7.270805338572483
70,1991-07-01,114705023654.0625,1.9385516069772222,1.628582784625664,7.94,7.166395690190584
71,1991-10-01,110555226670.92188,1.8417090416086146,1.5760592337795991,7.34666666666667,7.067899230463807
72,1992-01-01,149851876690.35938,2.447511565249279,1.528158124595696,7.30333333333333,6.975270498982326
73,1992-04-01,79519442525.5,1.2807022652911586,1.485009841091259,7.37666666666667,6.888429080342035
74,1992-07-01,33802761051.859375,0.5378976171324391,1.4467237173287488,6.61666666666667,6.807261624004416
