,date,fiscal_balance,velocity_supply_as_percent_gdp,supply_to_gdp_percent,consumer_approval,consumer_disapproval,consumer_ambivalent,money_supply_trend,approval_trend,value,value_trend
165,2015-04-01,1463888897.7929688,0.58775778844974,161.9679789065879,6.67,49.05,44.29,0.22166699774052456,4.887757572906683,1.98296666666667,2.0212268455782016
166,2015-07-01,1365026487.5986328,0.546597215488313,162.081071852489,6.19,46.19,47.62,0.22712002001037268,4.697606154623719,1.99886666666667,1.9276131604494031
167,2015-10-01,2571521903.7733765,1.0196953342542896,161.52380911713027,5.24,50.48,44.29,0.2460887925100439,4.5239610986243095,1.91576666666667,1.8330928004208813
168,2016-01-01,1160743084.4258423,0.4606640431095422,162.1214007564508,5.71,50.48,43.81,0.27910711669464927,4.368501716771484,1.60996666666667,1.737993001266747
169,2016-04-01,2050702976.7226562,0.8081084899922995,161.7833350687113,5.24,50.95,43.81,0.3266197687190615,4.2328420879246185,1.47196666666667,1.642686102273414
170,2016-07-01,1604245882.5839233,0.6303939503728256,161.9577363850049,5.71,44.76,49.52,0.38896953102196075,4.118511888315288,0.8411,1.5475924786313033
171,2016-10-01,1837503898.1046143,0.718470803840682,161.87260464246543,3.81,44.76,51.43,0.46638343128291626,4.026935835985824,1.2978,1.4531835892554925
172,2017-01-01,2188063831.102478,0.8501219281923591,161.69740543884862,3.81,50.48,45.71,0.558958163463338,3.9594117008974923,1.3067,1.3599851427528034
173,2017-04-01,2065176935.678711,0.7985637278869682,161.72749748357515,3.81,46.19,50.0,0.6666446652950535,3.917086831609156,1.09366666666667,1.268580384282867
174,2017-07-01,565059000.4024048,0.21917353580930654,162.44719431938552,3.81,50.0,46.19,0.7892318262328035,3.9009331487215624,1.213,1.1796135060907096
175,2017-10-01,1735507408.444275,0.6686246848854805,162.02043119035218,2.86,50.95,46.19,0.9263292995398484,3.911720554576471,1.32986666666667,1.0937931845184217
176,2018-01-01,2818548811.4453125,1.0749121740752086,161.45899709482526,3.33,51.9,44.76,1.0773493918284316,3.949988707993983,1.5015,1.0118962463335368
177,2018-04-01,2405506804.1376953,0.9127139725154498,161.5487352210208,2.86,47.62,49.52,1.2414880030298145,4.016017112125609,1.47843333333333,0.9347714672417533
178,2018-07-01,925376504.2061157,0.35185752449623636,162.2432756403899,4.29,51.43,44.29,1.4177045894209686,4.109793462794618,1.4251,0.8633435054816365
179,2018-10-01,2865868363.7772827,1.0772564034579795,161.46869305654045,4.76,51.43,43.81,1.6047011219881973,4.2309802039894775,1.4376,0.7986169734290254
180,2019-01-01,3856753820.234314,1.4318319489570759,160.90793490222973,5.71,49.05,45.24,1.8009000120602179,4.378879236470436,1.25036666666667,0.7416806501688233
181,2019-04-01,4547397822.334961,1.6664197341947957,160.49504660184292,3.81,54.76,41.43,2.004420975796271,4.552394724742926,1.07986666666667,0.693711838021966
182,2019-07-01,3089312088.906311,1.1281690360945893,161.06650553111484,4.76,46.67,48.57,2.2130568087676123,4.749993946946458,0.6687,0.6559808660452671
183,2019-10-01,6491419097.358398,2.3161120011054632,159.6827811304649,5.24,50.95,43.81,2.424248041522998,4.9696661315006985,0.744366666666666,0.6298557435520316
184,2020-01-01,6786014553.994141,2.3803348136610016,159.36652198287558,6.19,51.9,41.9,2.6350564466821336,5.2088792236458925,0.6058,0.6168069667311755
185,2020-04-01,3986159427.529297,1.3958068290270516,160.48639495889253,4.76,50.48,44.76,2.8421373677533386,5.464534524307588,0.303333333333333,0.618412481472788
186,2020-07-01,18059394086.34961,5.88075232891035,155.1248900893872,3.81,48.57,47.62,3.041710839524594,5.73291914301064,0.251366666666667,0.6363628055379538
187,2020-10-01,11514371328.575195,3.7022391582258813,156.87305011557993,6.67,51.9,41.43,3.2295314695297277,6.009656205861518,0.337266666666667,0.6724663132407827
188,2021-01-01,12705623504.44049,3.977388836001656,156.70802826311925,6.19,53.33,40.48,3.4008570497444968,6.289652758911434,0.611666666666667,0.7286546858405805
189,2021-04-01,14986196999.976501,4.534996587776715,156.0217664547954,7.14,44.29,48.57,3.5504158673196224,6.567045306507921,0.870733333333333,0.8069885308721423
190,2021-07-01,7292420104.390564,2.2138944036744257,158.7393173728198,6.67,46.19,47.14,3.672372682811117,6.835142923535686,0.714733333333333,0.9096631736720928
